<https://dbpedia.org/resource/Obla_Gorica>	<http://dbpedia.org/ontology/location>	<https://dbpedia.org/resource/Osrednjeslovenska_Statistical_Region>	0.0	0.19291338582677164
<https://dbpedia.org/resource/Ouțul_River>	<http://dbpedia.org/ontology/location>	<https://dbpedia.org/resource/Romania>	0.0	0.0
<https://dbpedia.org/resource/Tay_Zonday>	<http://dbpedia.org/ontology/birthPlace>	<https://dbpedia.org/resource/Minneapolis>	0.9999988747109181	0.38461538461538464
<https://dbpedia.org/resource/Izzaq_Faris_Ramlan>	<http://dbpedia.org/ontology/team>	<https://dbpedia.org/resource/Malaysia_national_under-23_football_team>	0.13848377709627324	0.0
<https://dbpedia.org/resource/Bence_Tóth>	<http://dbpedia.org/ontology/affiliation>	<https://dbpedia.org/resource/Szolnoki_MÁV_FC>	0.0	0.0
<https://dbpedia.org/resource/Music_Industry_Arts>	<http://dbpedia.org/property/website>	<http://www.fanshawec.ca/programs-courses/full-time-programs/mia2>	0.0	0.0
<https://dbpedia.org/resource/Théo_Frilet>	<http://dbpedia.org/ontology/starring>	<https://dbpedia.org/resource/Nos_18_ans>	0.0	0.0
<https://dbpedia.org/resource/Matt_Savage_(poker_director)>	<http://dbpedia.org/ontology/gender>	<https://dbpedia.org/resource/male>	0.0	0.0
<https://dbpedia.org/resource/Rolf_Olsen_(canoeist)>	<http://dbpedia.org/ontology/gender>	<https://dbpedia.org/resource/male>	0.0	0.0
<https://dbpedia.org/resource/Andy_Rosenband>	<http://dbpedia.org/ontology/team>	<https://dbpedia.org/resource/Ohio_State_University>	-0.4900336546489523	0.0
<https://dbpedia.org/resource/Akhi_Jan>	<http://dbpedia.org/ontology/location>	<https://dbpedia.org/resource/Shahin_Dezh_County>	0.0	0.0
<https://dbpedia.org/resource/Béla_Kun>	<http://dbpedia.org/ontology/affiliation>	<https://dbpedia.org/resource/Parti_des_communistes_de_Hongrie>	0.0	0.0
<https://dbpedia.org/resource/Tay_Zonday>	<http://dbpedia.org/ontology/birthPlace>	<https://dbpedia.org/resource/Minneapolis>	0.9999988747109181	0.38461538461538464
<https://dbpedia.org/resource/Izzaq_Faris_Ramlan>	<http://dbpedia.org/ontology/team>	<https://dbpedia.org/resource/Malaysia_national_under-23_football_team>	0.13848377709627324	0.0
<https://dbpedia.org/resource/Bence_Tóth>	<http://dbpedia.org/ontology/affiliation>	<https://dbpedia.org/resource/Szolnoki_MÁV_FC>	0.0	0.0
